contracts,z_thresh,atr_stop_ratio,trail_activate,trail_distance,breakeven_ticks,vwap_slope_thresh,pass_rate,blow_rate,avg_days_to_pass,sortino,expectancy,profit_factor,win_rate,avg_win,avg_loss,risk_reward,n_trades,total_pnl,loo_std,score,val_pass_rate,val_blow_rate,val_avg_days,val_n_trades,wf_score
1,1.75,0.8,20,4,6,0.5,0.0,0.842,45.0,-0.311,-32.76,0.526,0.1379,264.06,80.25,3.29,58,-2062.4,0.0,0.474,,,,,
2,1.75,0.8,20,4,10,0.15,0.0,0.842,45.0,-0.334,-72.22,0.533,0.1481,556.25,181.52,3.064,27,-2101.2,0.0,0.474,,,,,
2,1.75,0.5,12,8,6,0.5,0.004,0.926,27.5,-0.237,-44.2,0.633,0.2143,356.25,153.41,2.322,56,-2788.6,0.0069,0.4722,,,,,
1,1.5,0.65,8,6,6,1.0,0.003,0.92,29.7,-0.116,-14.04,0.758,0.4538,96.82,106.16,0.912,130,-2189.0,0.0029,0.4721,,,,,
2,1.5,0.8,12,10,8,0.15,0.005,0.966,24.2,-0.162,-39.49,0.7,0.3768,244.23,211.05,1.157,69,-3111.4,0.0058,0.4715,,,,,
1,1.5,0.35,12,6,10,0.3,0.0,0.843,45.0,-0.199,-16.16,0.715,0.2525,160.5,75.84,2.116,99,-1877.2,0.0,0.471,,,,,
1,1.5,0.35,12,8,6,0.3,0.0,0.843,45.0,-0.205,-15.63,0.705,0.2212,168.48,67.9,2.481,104,-1916.2,0.0,0.471,,,,,
2,1.75,0.8,12,4,4,0.15,0.0,0.843,45.0,-0.335,-60.29,0.457,0.1765,287.5,134.82,2.132,34,-2240.4,0.0,0.471,,,,,
2,1.75,0.65,20,6,8,0.3,0.004,0.941,18.2,-0.262,-55.56,0.609,0.1778,487.5,172.97,2.818,45,-2752.0,0.0047,0.4701,,,,,
1,1.5,0.5,16,6,6,1.0,0.003,0.912,22.7,-0.137,-12.9,0.785,0.2302,204.31,77.84,2.625,126,-1977.8,0.0043,0.4694,,,,,
2,1.75,0.8,20,4,8,0.5,0.005,0.978,18.6,-0.295,-68.64,0.567,0.1636,550.0,189.67,2.9,55,-4083.0,0.0041,0.4694,,,,,
2,1.5,0.35,20,6,4,0.15,0.005,0.984,17.4,-0.389,-50.72,0.498,0.087,579.17,110.71,5.231,69,-3886.4,0.0033,0.4672,,,,,
1,1.5,0.35,12,10,8,0.15,0.0,0.845,45.0,-0.355,-25.92,0.496,0.2353,108.59,67.31,1.613,68,-1952.9,0.0,0.465,,,,,
1,1.5,0.5,16,10,6,0.15,0.0,0.845,45.0,-0.263,-23.42,0.613,0.1972,188.39,75.44,2.497,71,-1861.3,0.0,0.465,,,,,
1,1.75,0.35,20,8,6,1.0,0.0,0.845,45.0,-0.416,-31.03,0.448,0.1071,235.42,63.0,3.737,56,-1894.3,0.0,0.465,,,,,
1,1.75,0.35,20,10,4,0.5,0.0,0.845,45.0,-0.416,-31.14,0.45,0.1091,233.33,63.52,3.673,55,-1866.5,0.0,0.465,,,,,
1,1.75,0.5,20,6,10,0.3,0.0,0.845,45.0,-0.468,-46.34,0.387,0.122,240.0,86.11,2.787,41,-2014.8,0.0,0.465,,,,,
1,1.75,0.65,16,10,8,1.0,0.0,0.845,45.0,-0.294,-32.89,0.544,0.2281,172.12,93.47,1.841,57,-2034.6,0.0,0.465,,,,,
1,1.75,0.65,20,6,8,1.0,0.0,0.845,45.0,-0.3,-32.24,0.559,0.1579,258.33,86.72,2.979,57,-1997.1,0.0,0.465,,,,,
1,1.5,0.8,16,10,4,1.0,0.003,0.913,26.3,-0.123,-12.69,0.777,0.237,186.33,74.51,2.501,135,-2090.5,0.0044,0.4644,,,,,
1,1.5,0.8,12,10,4,0.5,0.002,0.896,14.5,-0.127,-13.08,0.761,0.2692,155.0,75.0,2.067,130,-2064.0,0.0021,0.4636,,,,,
2,1.75,0.65,16,6,6,0.3,0.003,0.908,22.7,-0.233,-45.31,0.633,0.1875,416.67,151.92,2.743,48,-2443.8,0.0052,0.4631,,,,,
2,1.75,0.8,20,4,4,0.5,0.005,0.973,26.4,-0.302,-60.08,0.531,0.129,528.12,147.22,3.587,62,-4072.2,0.0052,0.4627,,,,,
1,1.75,0.5,12,6,6,1.0,0.0,0.846,45.0,-0.342,-32.11,0.468,0.2241,125.96,77.78,1.62,58,-2024.9,0.0,0.462,,,,,
1,1.75,0.8,12,10,4,0.5,0.0,0.846,45.0,-0.289,-29.84,0.529,0.1935,172.92,78.5,2.203,62,-2023.6,0.0,0.462,,,,,
1,1.5,0.5,16,8,4,0.5,0.003,0.925,33.3,-0.166,-15.0,0.739,0.2,212.0,71.75,2.955,125,-2225.0,0.0028,0.4594,,,,,
2,2.0,0.65,16,8,6,0.5,0.0,0.847,45.0,-0.481,-95.0,0.255,0.1,325.0,141.67,2.294,20,-2012.0,0.0,0.459,,,,,
2,2.0,0.65,16,8,6,1.0,0.0,0.847,45.0,-0.481,-95.0,0.255,0.1,325.0,141.67,2.294,20,-2012.0,0.0,0.459,,,,,
2,1.5,0.5,12,6,10,0.15,0.003,0.924,29.0,-0.165,-32.5,0.732,0.3286,269.57,180.32,1.495,70,-2667.0,0.0031,0.4574,,,,,
1,1.2,0.5,12,6,6,0.15,0.003,0.925,27.7,-0.127,-11.67,0.787,0.3072,139.95,78.91,1.773,166,-2402.3,0.0029,0.4571,,,,,
1,1.75,0.8,20,6,10,0.3,0.0,0.848,45.0,-0.392,-48.21,0.456,0.1667,242.86,106.43,2.282,42,-2142.6,0.0,0.456,,,,,
1,1.5,0.5,12,10,10,0.3,0.001,0.865,13.0,-0.141,-14.9,0.766,0.3365,145.36,96.2,1.511,104,-1841.2,0.0023,0.4551,,,,,
1,1.5,0.65,8,6,6,0.3,0.0,0.826,45.0,-0.098,-11.62,0.8,0.4425,105.0,104.17,1.008,113,-1628.9,0.0034,0.4537,,,,,
1,1.5,0.5,16,8,4,0.15,0.0,0.849,45.0,-0.281,-23.77,0.591,0.1549,221.59,68.75,3.223,71,-1886.3,0.0,0.453,,,,,
1,1.75,0.35,20,4,8,0.5,0.0,0.849,45.0,-0.445,-34.56,0.436,0.098,272.5,67.93,4.011,51,-1905.3,0.0,0.453,,,,,
1,1.75,0.35,20,8,10,0.3,0.0,0.849,45.0,-0.543,-42.56,0.319,0.0952,209.38,69.08,3.031,42,-1905.1,0.0,0.453,,,,,
2,1.75,0.5,16,4,6,1.0,0.003,0.896,31.0,-0.206,-37.93,0.688,0.1897,440.91,150.0,2.939,58,-2524.8,0.0076,0.4513,,,,,
1,1.5,0.8,20,8,6,0.15,0.0,0.841,45.0,-0.22,-21.92,0.645,0.1644,242.71,73.98,3.281,73,-1804.4,0.0013,0.4512,,,,,
1,1.75,0.35,20,10,4,1.0,0.0,0.85,45.0,-0.41,-30.48,0.459,0.1053,245.83,62.99,3.903,57,-1897.1,0.0,0.45,,,,,
1,1.2,0.35,16,10,6,1.0,0.005,0.991,19.8,-0.183,-14.43,0.74,0.2203,186.0,71.05,2.618,227,-3910.6,0.0032,0.4488,,,,,
2,1.75,0.5,8,4,6,1.0,0.002,0.896,29.0,-0.16,-33.62,0.712,0.3793,219.32,188.19,1.165,58,-2274.8,0.0029,0.4471,,,,,
1,1.5,0.35,20,8,4,0.15,0.0,0.851,45.0,-0.369,-24.09,0.523,0.087,304.17,55.36,5.495,69,-1855.7,0.0,0.447,,,,,
1,1.5,0.5,8,6,6,0.15,0.0,0.851,45.0,-0.244,-24.48,0.577,0.375,88.89,92.5,0.961,72,-1964.1,0.0,0.447,,,,,
1,1.75,0.5,20,8,8,0.5,0.0,0.851,45.0,-0.369,-34.49,0.486,0.1296,251.79,77.13,3.265,54,-2013.7,0.0,0.447,,,,,
1,1.75,0.65,20,4,10,1.0,0.0,0.851,45.0,-0.303,-34.67,0.573,0.1698,273.61,97.73,2.8,53,-1985.9,0.0,0.447,,,,,
1,1.75,0.8,12,4,8,0.5,0.0,0.851,45.0,-0.273,-34.09,0.563,0.2727,160.83,107.19,1.5,55,-2029.0,0.0,0.447,,,,,
1,1.5,0.5,20,10,10,0.15,0.0,0.852,45.0,-0.277,-24.64,0.606,0.1714,220.83,75.43,2.928,70,-1921.0,0.0,0.444,,,,,
1,1.75,0.35,20,4,10,0.5,0.0,0.852,45.0,-0.452,-35.5,0.434,0.1,272.5,69.72,3.908,50,-1915.0,0.0,0.444,,,,,
1,1.75,0.65,20,8,8,1.0,0.0,0.852,45.0,-0.307,-32.89,0.55,0.1579,254.17,86.72,2.931,57,-2034.6,0.0,0.444,,,,,
2,2.0,0.5,12,8,6,0.5,0.0,0.852,45.0,-0.474,-93.75,0.292,0.15,258.33,155.88,1.657,20,-1987.0,0.0,0.444,,,,,
2,2.0,0.5,12,8,6,1.0,0.0,0.852,45.0,-0.474,-93.75,0.292,0.15,258.33,155.88,1.657,20,-1987.0,0.0,0.444,,,,,
2,2.0,0.8,20,6,4,0.5,0.0,0.852,45.0,-0.515,-96.25,0.198,0.05,475.0,126.32,3.76,20,-2037.0,0.0,0.444,,,,,
2,2.0,0.8,20,6,4,1.0,0.0,0.852,45.0,-0.515,-96.25,0.198,0.05,475.0,126.32,3.76,20,-2037.0,0.0,0.444,,,,,
1,1.5,0.65,12,6,4,0.15,0.0,0.846,45.0,-0.243,-22.8,0.593,0.2297,144.85,72.81,1.99,74,-1894.7,0.0009,0.4437,,,,,
2,1.75,0.8,20,8,6,0.15,0.0,0.842,45.0,-0.349,-66.94,0.471,0.129,462.5,145.37,3.182,31,-2248.6,0.0016,0.4424,,,,,
2,1.75,0.65,20,8,8,1.0,0.005,0.981,17.0,-0.307,-65.79,0.55,0.1579,508.33,173.44,2.931,57,-4069.2,0.005,0.442,,,,,
1,1.5,0.8,12,8,4,0.5,0.002,0.904,34.5,-0.128,-13.17,0.76,0.2692,154.64,75.0,2.062,130,-2076.5,0.002,0.4412,,,,,
1,1.5,0.8,20,10,8,0.15,0.0,0.853,45.0,-0.232,-25.0,0.631,0.2029,210.71,85.0,2.479,69,-1918.2,0.0,0.441,,,,,
1,1.75,0.5,16,6,10,1.0,0.0,0.853,45.0,-0.335,-34.62,0.526,0.2115,181.82,92.68,1.962,52,-1945.6,0.0,0.441,,,,,
1,1.75,0.5,20,4,10,0.5,0.0,0.854,45.0,-0.378,-37.5,0.495,0.14,262.5,86.34,3.04,50,-2015.0,0.0,0.438,,,,,
1,1.75,0.65,16,8,10,1.0,0.0,0.854,45.0,-0.297,-35.61,0.556,0.2453,181.73,106.25,1.71,53,-2035.9,0.0,0.438,,,,,
1,1.75,0.65,20,10,8,1.0,0.0,0.854,45.0,-0.296,-31.8,0.565,0.1579,261.11,86.72,3.011,57,-1972.1,0.0,0.438,,,,,
2,2.0,0.65,20,10,4,0.5,0.0,0.854,45.0,-0.535,-95.0,0.165,0.05,375.0,119.74,3.132,20,-2012.0,0.0,0.438,,,,,
2,2.0,0.65,20,10,4,1.0,0.0,0.854,45.0,-0.535,-95.0,0.165,0.05,375.0,119.74,3.132,20,-2012.0,0.0,0.438,,,,,
2,1.5,0.5,20,6,8,0.15,0.005,0.98,21.0,-0.261,-45.71,0.631,0.1571,497.73,147.03,3.385,70,-3592.0,0.0054,0.437,,,,,
1,1.5,0.65,20,10,6,0.15,0.0,0.855,45.0,-0.257,-24.3,0.602,0.169,217.71,73.52,2.961,71,-1923.8,0.0,0.435,,,,,
1,1.75,0.5,20,6,8,0.5,0.0,0.855,45.0,-0.371,-34.72,0.483,0.1296,250.0,77.13,3.241,54,-2026.2,0.0,0.435,,,,,
1,1.75,0.65,20,6,4,1.0,0.0,0.855,45.0,-0.321,-30.16,0.511,0.127,248.44,70.68,3.515,63,-2076.4,0.0,0.435,,,,,
2,1.75,0.65,20,8,6,0.3,0.004,0.942,24.8,-0.299,-56.77,0.544,0.1458,464.29,145.73,3.186,48,-2993.8,0.0064,0.4339,,,,,
2,1.75,0.8,12,10,8,0.5,0.005,0.985,18.0,-0.281,-70.0,0.551,0.2727,315.0,214.38,1.469,55,-4158.0,0.0048,0.4334,,,,,
2,1.75,0.5,16,4,4,1.0,0.003,0.908,31.0,-0.216,-39.41,0.676,0.1864,440.91,149.48,2.95,59,-2655.4,0.0067,0.4333,,,,,
2,1.75,0.5,16,10,8,0.5,0.004,0.959,21.8,-0.268,-52.31,0.605,0.2037,393.18,166.28,2.365,54,-3127.4,0.0039,0.4331,,,,,
1,1.75,0.35,20,10,8,0.3,0.0,0.856,45.0,-0.552,-42.56,0.292,0.0952,184.38,66.45,2.775,42,-1905.1,0.0,0.432,,,,,
1,1.5,0.35,12,6,10,1.0,0.0,0.85,45.0,-0.155,-12.93,0.769,0.2821,152.65,77.98,1.958,117,-1840.1,0.0009,0.4317,,,,,
1,1.5,0.65,12,6,6,0.5,0.002,0.907,33.0,-0.134,-14.2,0.761,0.296,152.7,84.38,1.81,125,-2125.0,0.0021,0.4314,,,,,
2,1.75,0.8,16,8,10,0.3,0.004,0.959,23.5,-0.306,-78.57,0.553,0.2381,407.5,230.47,1.768,42,-3535.2,0.004,0.4314,,,,,
2,1.75,0.5,16,4,10,0.5,0.003,0.933,29.0,-0.235,-49.0,0.666,0.22,443.18,187.82,2.36,50,-2730.0,0.0031,0.4298,,,,,
1,1.5,0.35,12,4,4,0.3,0.0,0.857,45.0,-0.203,-15.0,0.708,0.2,181.55,64.14,2.831,105,-1869.0,0.0,0.429,,,,,
1,1.75,0.8,20,8,10,0.3,0.0,0.857,45.0,-0.39,-47.92,0.46,0.1667,244.64,106.43,2.299,42,-2130.1,0.0,0.429,,,,,
2,2.0,0.65,12,10,6,0.5,0.0,0.857,45.0,-0.468,-95.0,0.248,0.15,208.33,148.53,1.403,20,-2012.0,0.0,0.429,,,,,
2,2.0,0.65,12,10,6,1.0,0.0,0.857,45.0,-0.468,-95.0,0.248,0.15,208.33,148.53,1.403,20,-2012.0,0.0,0.429,,,,,
2,1.75,0.65,20,8,4,0.3,0.004,0.948,24.8,-0.308,-57.5,0.531,0.14,464.29,142.44,3.259,50,-3155.0,0.0059,0.4268,,,,,
1,1.5,0.35,16,8,6,0.5,0.001,0.882,15.0,-0.179,-13.67,0.747,0.1949,207.07,67.11,3.086,118,-1942.9,0.0012,0.4265,,,,,
1,1.5,0.35,20,6,6,0.15,0.0,0.858,45.0,-0.364,-24.28,0.531,0.1014,271.43,57.66,4.707,69,-1868.2,0.0,0.426,,,,,
1,1.75,0.65,12,6,10,0.3,0.0,0.858,45.0,-0.35,-42.26,0.462,0.2857,127.08,110.0,1.155,42,-1892.6,0.0,0.426,,,,,
1,1.75,0.65,12,10,10,0.5,0.0,0.858,45.0,-0.289,-35.78,0.551,0.2941,149.17,112.85,1.322,51,-1967.8,0.0,0.426,,,,,
1,1.75,0.65,16,10,6,1.0,0.0,0.858,45.0,-0.328,-32.5,0.482,0.1833,164.77,76.79,2.146,60,-2118.0,0.0,0.426,,,,,
1,1.75,0.8,16,6,4,1.0,0.0,0.858,45.0,-0.298,-30.66,0.523,0.1719,195.45,77.59,2.519,64,-2141.7,0.0,0.426,,,,,
2,1.2,0.35,16,6,6,0.15,0.005,0.993,18.8,-0.166,-23.15,0.762,0.2037,363.64,122.09,2.978,162,-4657.2,0.0041,0.4244,,,,,
1,1.75,0.65,20,10,4,1.0,0.0,0.859,45.0,-0.317,-29.76,0.518,0.127,251.56,70.68,3.559,63,-2051.4,0.0,0.423,,,,,
2,2.0,0.5,20,4,4,0.5,0.0,0.859,45.0,-0.546,-96.25,0.214,0.05,525.0,128.95,4.071,20,-2037.0,0.0,0.423,,,,,
2,2.0,0.5,20,4,4,1.0,0.0,0.859,45.0,-0.546,-96.25,0.214,0.05,525.0,128.95,4.071,20,-2037.0,0.0,0.423,,,,,
2,1.75,0.8,12,10,6,0.15,0.0,0.86,45.0,-0.357,-70.97,0.432,0.1935,279.17,155.0,1.801,31,-2373.6,0.0,0.42,,,,,
2,2.0,0.35,8,4,4,0.5,0.0,0.86,45.0,-0.5,-91.25,0.342,0.15,316.67,163.24,1.94,20,-1937.0,0.0,0.42,,,,,
2,2.0,0.35,8,4,4,1.0,0.0,0.86,45.0,-0.5,-91.25,0.342,0.15,316.67,163.24,1.94,20,-1937.0,0.0,0.42,,,,,
2,2.0,0.35,8,4,6,0.5,0.0,0.86,45.0,-0.5,-91.25,0.342,0.15,316.67,163.24,1.94,20,-1937.0,0.0,0.42,,,,,
2,2.0,0.35,8,4,6,1.0,0.0,0.86,45.0,-0.5,-91.25,0.342,0.15,316.67,163.24,1.94,20,-1937.0,0.0,0.42,,,,,
2,1.5,0.35,20,6,6,0.15,0.005,0.982,17.4,-0.364,-48.55,0.531,0.1014,542.86,115.32,4.707,69,-3736.4,0.006,0.4193,,,,,
2,1.75,0.8,16,8,6,0.3,0.004,0.954,26.5,-0.282,-60.94,0.557,0.1875,408.33,169.23,2.413,48,-3193.8,0.0054,0.4189,,,,,
2,1.75,0.5,16,4,10,0.3,0.003,0.937,20.3,-0.298,-61.59,0.588,0.1951,450.0,185.61,2.424,41,-2754.6,0.0031,0.4184,,,,,
2,1.75,0.65,20,4,4,0.5,0.004,0.964,24.5,-0.283,-52.87,0.567,0.1311,528.12,140.57,3.757,61,-3566.6,0.0039,0.4181,,,,,
2,1.75,0.8,16,6,10,0.3,0.004,0.964,25.0,-0.294,-75.6,0.569,0.2381,420.0,230.47,1.822,42,-3410.2,0.0039,0.4181,,,,,
1,1.2,0.65,20,8,4,0.15,0.002,0.884,28.5,-0.106,-9.38,0.818,0.1964,214.39,64.07,3.346,168,-2045.4,0.0062,0.4179,,,,,
1,1.5,0.35,8,4,4,0.5,0.0,0.861,45.0,-0.16,-13.13,0.747,0.3109,124.66,75.3,1.655,119,-1895.7,0.0,0.417,,,,,
1,1.75,0.35,20,4,8,1.0,0.0,0.861,45.0,-0.438,-33.73,0.446,0.0943,287.5,67.19,4.279,53,-1935.9,0.0,0.417,,,,,
1,1.75,0.35,20,4,10,1.0,0.0,0.861,45.0,-0.445,-34.62,0.444,0.0962,287.5,68.88,4.174,52,-1945.6,0.0,0.417,,,,,
1,1.75,0.35,20,8,4,0.5,0.0,0.861,45.0,-0.432,-32.27,0.43,0.1091,222.92,63.52,3.509,55,-1929.0,0.0,0.417,,,,,
1,1.75,0.5,12,4,10,1.0,0.0,0.861,45.0,-0.34,-36.06,0.503,0.25,146.15,96.79,1.51,52,-2020.6,0.0,0.417,,,,,
1,1.75,0.5,20,10,8,1.0,0.0,0.861,45.0,-0.356,-33.26,0.505,0.125,271.43,76.79,3.535,56,-2019.3,0.0,0.417,,,,,
1,1.75,0.8,16,6,6,1.0,0.0,0.861,45.0,-0.306,-33.33,0.518,0.1833,195.45,84.69,2.308,60,-2168.0,0.0,0.417,,,,,
1,1.75,0.8,20,4,8,1.0,0.0,0.861,45.0,-0.3,-34.87,0.562,0.1579,283.33,94.53,2.997,57,-2147.1,0.0,0.417,,,,,
1,1.5,0.65,12,8,4,0.5,0.002,0.913,28.5,-0.153,-15.21,0.727,0.2558,158.33,74.87,2.115,129,-2323.7,0.002,0.4142,,,,,
1,1.5,0.35,12,8,10,1.0,0.0,0.862,45.0,-0.165,-13.78,0.754,0.2821,149.62,77.98,1.919,117,-1940.1,0.0,0.414,,,,,
1,1.75,0.35,20,8,4,1.0,0.0,0.862,45.0,-0.425,-31.58,0.44,0.1053,235.42,62.99,3.737,57,-1959.6,0.0,0.414,,,,,
1,1.75,0.5,12,6,4,1.0,0.0,0.862,45.0,-0.35,-32.63,0.46,0.2203,125.96,77.45,1.626,59,-2090.2,0.0,0.414,,,,,
1,1.75,0.65,20,8,4,1.0,0.0,0.862,45.0,-0.323,-30.36,0.508,0.127,246.88,70.68,3.493,63,-2088.9,0.0,0.414,,,,,
2,1.75,0.8,20,6,6,0.3,0.004,0.967,23.0,-0.338,-71.35,0.485,0.1458,460.71,162.2,2.84,48,-3693.8,0.0037,0.4135,,,,,
2,1.75,0.65,20,4,6,0.5,0.004,0.955,19.2,-0.275,-52.59,0.581,0.1379,528.12,145.5,3.63,58,-3374.8,0.0055,0.4125,,,,,
2,1.75,0.65,20,4,4,1.0,0.005,0.97,25.4,-0.287,-53.97,0.563,0.127,546.88,141.36,3.869,63,-3752.8,0.0082,0.4117,,,,,
1,1.5,0.5,20,4,6,0.15,0.0,0.863,45.0,-0.289,-24.65,0.599,0.1268,290.28,70.36,4.125,71,-1948.8,0.0,0.411,,,,,
1,1.75,0.8,12,8,4,1.0,0.0,0.863,45.0,-0.309,-32.42,0.492,0.2031,154.81,80.15,1.932,64,-2254.2,0.0,0.411,,,,,
2,1.75,0.8,16,10,10,0.15,0.0,0.863,45.0,-0.336,-75.93,0.503,0.2222,345.83,196.43,1.761,27,-2201.2,0.0,0.411,,,,,
2,1.75,0.8,12,8,6,0.3,0.004,0.956,26.5,-0.292,-64.06,0.532,0.2083,350.0,173.03,2.023,48,-3343.8,0.0055,0.4105,,,,,
1,1.5,0.5,8,6,6,0.3,0.001,0.889,43.0,-0.142,-15.11,0.741,0.4,107.95,97.16,1.111,110,-1970.5,0.001,0.41,,,,,
2,1.5,0.35,12,8,10,0.5,0.005,0.988,16.6,-0.179,-29.69,0.735,0.2768,297.58,154.94,1.921,112,-3952.2,0.0056,0.4085,,,,,
1,1.75,0.8,20,4,4,1.0,0.0,0.864,45.0,-0.306,-30.66,0.527,0.125,273.44,74.11,3.69,64,-2141.7,0.0,0.408,,,,,
1,1.2,0.35,8,6,6,0.5,0.004,0.974,26.8,-0.124,-10.44,0.805,0.3214,134.38,79.03,1.7,224,-2964.7,0.0029,0.4077,,,,,
2,1.75,0.8,16,4,10,0.5,0.004,0.958,24.0,-0.224,-58.82,0.666,0.2549,459.62,236.18,1.946,51,-3285.6,0.0053,0.4075,,,,,
2,1.2,0.35,12,6,6,0.15,0.005,0.992,20.2,-0.16,-23.01,0.761,0.2515,291.46,128.69,2.265,163,-4662.8,0.0052,0.4057,,,,,
1,1.5,0.65,12,6,6,0.3,0.0,0.865,45.0,-0.137,-14.4,0.76,0.2857,159.38,83.91,1.899,112,-1926.1,0.0,0.405,,,,,
1,1.5,0.8,12,10,6,0.3,0.0,0.865,45.0,-0.133,-14.71,0.754,0.3097,145.36,86.54,1.68,113,-1978.9,0.0,0.405,,,,,
1,1.75,0.5,20,10,10,0.3,0.0,0.865,45.0,-0.477,-47.26,0.375,0.122,232.5,86.11,2.7,41,-2052.3,0.0,0.405,,,,,
1,1.75,0.8,12,10,8,0.5,0.0,0.865,45.0,-0.281,-35.0,0.551,0.2727,157.5,107.19,1.469,55,-2079.0,0.0,0.405,,,,,
1,1.75,0.8,20,10,4,0.5,0.0,0.865,45.0,-0.33,-32.86,0.487,0.129,242.19,73.61,3.29,62,-2211.1,0.0,0.405,,,,,
2,1.75,0.65,20,8,6,1.0,0.004,0.971,29.8,-0.316,-60.83,0.52,0.1333,493.75,146.15,3.378,60,-3986.0,0.0035,0.4043,,,,,
2,1.75,0.35,8,4,6,0.5,0.001,0.879,12.0,-0.166,-28.24,0.738,0.3148,252.94,157.43,1.607,54,-1827.4,0.0029,0.4028,,,,,
1,1.75,0.8,20,4,6,1.0,0.0,0.866,45.0,-0.315,-33.33,0.522,0.1333,273.44,80.53,3.396,60,-2168.0,0.0,0.402,,,,,
2,1.75,0.5,8,4,6,0.3,0.001,0.879,20.0,-0.201,-41.85,0.655,0.3478,228.12,185.83,1.228,46,-2182.6,0.003,0.4,,,,,
1,1.5,0.35,12,4,6,0.5,0.0,0.867,45.0,-0.176,-13.88,0.743,0.2373,168.75,70.69,2.387,118,-1967.9,0.0,0.399,,,,,
1,1.5,0.35,12,8,6,0.15,0.0,0.867,45.0,-0.359,-25.54,0.502,0.2029,126.79,64.32,1.971,69,-1955.7,0.0,0.399,,,,,
1,1.5,0.65,12,10,6,0.15,0.0,0.867,45.0,-0.244,-25.69,0.584,0.3056,118.18,89.0,1.328,72,-2051.6,0.0,0.399,,,,,
1,1.75,0.65,12,10,6,1.0,0.0,0.867,45.0,-0.334,-33.75,0.458,0.2167,131.73,79.52,1.657,60,-2193.0,0.0,0.399,,,,,
1,1.5,0.8,8,6,4,1.0,0.001,0.89,32.0,-0.102,-11.86,0.782,0.4118,103.12,92.34,1.117,136,-1993.3,0.0014,0.3987,,,,,
2,1.75,0.5,20,6,6,0.3,0.003,0.933,21.7,-0.306,-55.98,0.556,0.1522,460.71,148.72,3.098,46,-2832.6,0.0047,0.3971,,,,,
1,1.5,0.35,12,8,10,0.5,0.0,0.868,45.0,-0.179,-14.84,0.735,0.2768,148.79,77.47,1.921,112,-1976.1,0.0,0.396,,,,,
1,1.5,0.5,20,10,8,0.15,0.0,0.868,45.0,-0.297,-26.07,0.579,0.1571,228.41,73.52,3.107,70,-2021.0,0.0,0.396,,,,,
1,1.75,0.8,12,6,6,0.3,0.0,0.868,45.0,-0.378,-41.41,0.395,0.2083,130.0,86.51,1.503,48,-2121.9,0.0,0.396,,,,,
1,1.75,0.8,16,8,8,1.0,0.0,0.868,45.0,-0.289,-35.09,0.554,0.2281,191.35,101.99,1.876,57,-2159.6,0.0,0.396,,,,,
1,1.5,0.5,12,6,6,0.15,0.0,0.869,45.0,-0.281,-25.88,0.568,0.2535,134.03,80.19,1.671,71,-2036.3,0.0,0.393,,,,,
1,1.75,0.5,12,8,10,1.0,0.0,0.869,45.0,-0.347,-36.78,0.493,0.25,143.27,96.79,1.48,52,-2058.1,0.0,0.393,,,,,
1,1.75,0.8,16,8,4,1.0,0.0,0.869,45.0,-0.311,-32.03,0.502,0.1719,187.5,77.59,2.416,64,-2229.2,0.0,0.393,,,,,
2,2.0,0.8,20,8,4,0.5,0.0,0.869,45.0,-0.528,-98.75,0.177,0.05,425.0,126.32,3.365,20,-2087.0,0.0,0.393,,,,,
2,2.0,0.8,20,8,4,1.0,0.0,0.869,45.0,-0.528,-98.75,0.177,0.05,425.0,126.32,3.365,20,-2087.0,0.0,0.393,,,,,
2,1.75,0.35,16,4,10,0.3,0.002,0.917,24.5,-0.314,-51.19,0.585,0.1667,432.14,147.86,2.923,42,-2385.2,0.0025,0.3927,,,,,
1,1.75,0.5,16,8,10,1.0,0.0,0.87,45.0,-0.351,-36.3,0.503,0.2115,173.86,92.68,1.876,52,-2033.1,0.0,0.39,,,,,
1,1.75,0.5,16,10,8,1.0,0.0,0.87,45.0,-0.353,-34.38,0.481,0.1964,162.5,82.5,1.97,56,-2081.8,0.0,0.39,,,,,
1,1.75,0.8,12,8,6,1.0,0.0,0.87,45.0,-0.317,-35.21,0.488,0.2167,154.81,87.77,1.764,60,-2280.5,0.0,0.39,,,,,
1,1.75,0.8,16,8,6,1.0,0.0,0.87,45.0,-0.319,-34.79,0.497,0.1833,187.5,84.69,2.214,60,-2255.5,0.0,0.39,,,,,
1,1.5,0.5,12,4,4,0.3,0.001,0.896,27.0,-0.17,-15.65,0.727,0.2342,178.37,75.0,2.378,111,-2048.3,0.001,0.389,,,,,
1,1.5,0.65,8,6,6,0.5,0.002,0.921,29.5,-0.119,-14.38,0.75,0.4524,95.39,105.07,0.908,126,-2165.3,0.0021,0.3886,,,,,
1,1.75,0.65,12,6,4,0.5,0.0,0.871,45.0,-0.327,-31.76,0.473,0.1967,144.79,75.0,1.931,61,-2108.3,0.0,0.387,,,,,
1,1.75,0.65,20,6,10,0.5,0.0,0.871,45.0,-0.338,-38.73,0.523,0.1765,240.28,98.51,2.439,51,-2117.8,0.0,0.387,,,,,
1,1.75,0.8,16,8,10,0.5,0.0,0.871,45.0,-0.293,-38.48,0.563,0.2549,194.23,118.09,1.645,51,-2105.3,0.0,0.387,,,,,
